sample_name,source_image,input_json,feature_file,metadata_file,selfcheck_polygon_file,selfcheck_visual_file
1025,1025.png,1025_layer_polygons.json,features/1025_features.npz,metadata/1025_metadata.json,selfcheck_polygons/1025_reconstructed_from_sdf.json,selfcheck_visuals/1025_selfcheck_overlay.png
1026,1026.png,1026_layer_polygons.json,features/1026_features.npz,metadata/1026_metadata.json,selfcheck_polygons/1026_reconstructed_from_sdf.json,selfcheck_visuals/1026_selfcheck_overlay.png
1027,1027.png,1027_layer_polygons.json,features/1027_features.npz,metadata/1027_metadata.json,selfcheck_polygons/1027_reconstructed_from_sdf.json,selfcheck_visuals/1027_selfcheck_overlay.png
1028,1028.png,1028_layer_polygons.json,features/1028_features.npz,metadata/1028_metadata.json,selfcheck_polygons/1028_reconstructed_from_sdf.json,selfcheck_visuals/1028_selfcheck_overlay.png
1029,1029.png,1029_layer_polygons.json,features/1029_features.npz,metadata/1029_metadata.json,selfcheck_polygons/1029_reconstructed_from_sdf.json,selfcheck_visuals/1029_selfcheck_overlay.png
102,102.png,102_layer_polygons.json,features/102_features.npz,metadata/102_metadata.json,selfcheck_polygons/102_reconstructed_from_sdf.json,selfcheck_visuals/102_selfcheck_overlay.png
1030,1030.png,1030_layer_polygons.json,features/1030_features.npz,metadata/1030_metadata.json,selfcheck_polygons/1030_reconstructed_from_sdf.json,selfcheck_visuals/1030_selfcheck_overlay.png
1031,1031.png,1031_layer_polygons.json,features/1031_features.npz,metadata/1031_metadata.json,selfcheck_polygons/1031_reconstructed_from_sdf.json,selfcheck_visuals/1031_selfcheck_overlay.png
1032,1032.png,1032_layer_polygons.json,features/1032_features.npz,metadata/1032_metadata.json,selfcheck_polygons/1032_reconstructed_from_sdf.json,selfcheck_visuals/1032_selfcheck_overlay.png
1033,1033.png,1033_layer_polygons.json,features/1033_features.npz,metadata/1033_metadata.json,selfcheck_polygons/1033_reconstructed_from_sdf.json,selfcheck_visuals/1033_selfcheck_overlay.png
1034,1034.png,1034_layer_polygons.json,features/1034_features.npz,metadata/1034_metadata.json,selfcheck_polygons/1034_reconstructed_from_sdf.json,selfcheck_visuals/1034_selfcheck_overlay.png
1035,1035.png,1035_layer_polygons.json,features/1035_features.npz,metadata/1035_metadata.json,selfcheck_polygons/1035_reconstructed_from_sdf.json,selfcheck_visuals/1035_selfcheck_overlay.png
1036,1036.png,1036_layer_polygons.json,features/1036_features.npz,metadata/1036_metadata.json,selfcheck_polygons/1036_reconstructed_from_sdf.json,selfcheck_visuals/1036_selfcheck_overlay.png
1037,1037.png,1037_layer_polygons.json,features/1037_features.npz,metadata/1037_metadata.json,selfcheck_polygons/1037_reconstructed_from_sdf.json,selfcheck_visuals/1037_selfcheck_overlay.png
1038,1038.png,1038_layer_polygons.json,features/1038_features.npz,metadata/1038_metadata.json,selfcheck_polygons/1038_reconstructed_from_sdf.json,selfcheck_visuals/1038_selfcheck_overlay.png
1039,1039.png,1039_layer_polygons.json,features/1039_features.npz,metadata/1039_metadata.json,selfcheck_polygons/1039_reconstructed_from_sdf.json,selfcheck_visuals/1039_selfcheck_overlay.png
103,103.png,103_layer_polygons.json,features/103_features.npz,metadata/103_metadata.json,selfcheck_polygons/103_reconstructed_from_sdf.json,selfcheck_visuals/103_selfcheck_overlay.png
1040,1040.png,1040_layer_polygons.json,features/1040_features.npz,metadata/1040_metadata.json,selfcheck_polygons/1040_reconstructed_from_sdf.json,selfcheck_visuals/1040_selfcheck_overlay.png
1041,1041.png,1041_layer_polygons.json,features/1041_features.npz,metadata/1041_metadata.json,selfcheck_polygons/1041_reconstructed_from_sdf.json,selfcheck_visuals/1041_selfcheck_overlay.png
1042,1042.png,1042_layer_polygons.json,features/1042_features.npz,metadata/1042_metadata.json,selfcheck_polygons/1042_reconstructed_from_sdf.json,selfcheck_visuals/1042_selfcheck_overlay.png
1043,1043.png,1043_layer_polygons.json,features/1043_features.npz,metadata/1043_metadata.json,selfcheck_polygons/1043_reconstructed_from_sdf.json,selfcheck_visuals/1043_selfcheck_overlay.png
1044,1044.png,1044_layer_polygons.json,features/1044_features.npz,metadata/1044_metadata.json,selfcheck_polygons/1044_reconstructed_from_sdf.json,selfcheck_visuals/1044_selfcheck_overlay.png
1045,1045.png,1045_layer_polygons.json,features/1045_features.npz,metadata/1045_metadata.json,selfcheck_polygons/1045_reconstructed_from_sdf.json,selfcheck_visuals/1045_selfcheck_overlay.png
1046,1046.png,1046_layer_polygons.json,features/1046_features.npz,metadata/1046_metadata.json,selfcheck_polygons/1046_reconstructed_from_sdf.json,selfcheck_visuals/1046_selfcheck_overlay.png
1047,1047.png,1047_layer_polygons.json,features/1047_features.npz,metadata/1047_metadata.json,selfcheck_polygons/1047_reconstructed_from_sdf.json,selfcheck_visuals/1047_selfcheck_overlay.png
1048,1048.png,1048_layer_polygons.json,features/1048_features.npz,metadata/1048_metadata.json,selfcheck_polygons/1048_reconstructed_from_sdf.json,selfcheck_visuals/1048_selfcheck_overlay.png
1049,1049.png,1049_layer_polygons.json,features/1049_features.npz,metadata/1049_metadata.json,selfcheck_polygons/1049_reconstructed_from_sdf.json,selfcheck_visuals/1049_selfcheck_overlay.png
104,104.png,104_layer_polygons.json,features/104_features.npz,metadata/104_metadata.json,selfcheck_polygons/104_reconstructed_from_sdf.json,selfcheck_visuals/104_selfcheck_overlay.png
1050,1050.png,1050_layer_polygons.json,features/1050_features.npz,metadata/1050_metadata.json,selfcheck_polygons/1050_reconstructed_from_sdf.json,selfcheck_visuals/1050_selfcheck_overlay.png
1051,1051.png,1051_layer_polygons.json,features/1051_features.npz,metadata/1051_metadata.json,selfcheck_polygons/1051_reconstructed_from_sdf.json,selfcheck_visuals/1051_selfcheck_overlay.png
1052,1052.png,1052_layer_polygons.json,features/1052_features.npz,metadata/1052_metadata.json,selfcheck_polygons/1052_reconstructed_from_sdf.json,selfcheck_visuals/1052_selfcheck_overlay.png
1053,1053.png,1053_layer_polygons.json,features/1053_features.npz,metadata/1053_metadata.json,selfcheck_polygons/1053_reconstructed_from_sdf.json,selfcheck_visuals/1053_selfcheck_overlay.png
1054,1054.png,1054_layer_polygons.json,features/1054_features.npz,metadata/1054_metadata.json,selfcheck_polygons/1054_reconstructed_from_sdf.json,selfcheck_visuals/1054_selfcheck_overlay.png
1055,1055.png,1055_layer_polygons.json,features/1055_features.npz,metadata/1055_metadata.json,selfcheck_polygons/1055_reconstructed_from_sdf.json,selfcheck_visuals/1055_selfcheck_overlay.png
1056,1056.png,1056_layer_polygons.json,features/1056_features.npz,metadata/1056_metadata.json,selfcheck_polygons/1056_reconstructed_from_sdf.json,selfcheck_visuals/1056_selfcheck_overlay.png
1057,1057.png,1057_layer_polygons.json,features/1057_features.npz,metadata/1057_metadata.json,selfcheck_polygons/1057_reconstructed_from_sdf.json,selfcheck_visuals/1057_selfcheck_overlay.png
1058,1058.png,1058_layer_polygons.json,features/1058_features.npz,metadata/1058_metadata.json,selfcheck_polygons/1058_reconstructed_from_sdf.json,selfcheck_visuals/1058_selfcheck_overlay.png
1059,1059.png,1059_layer_polygons.json,features/1059_features.npz,metadata/1059_metadata.json,selfcheck_polygons/1059_reconstructed_from_sdf.json,selfcheck_visuals/1059_selfcheck_overlay.png
105,105.png,105_layer_polygons.json,features/105_features.npz,metadata/105_metadata.json,selfcheck_polygons/105_reconstructed_from_sdf.json,selfcheck_visuals/105_selfcheck_overlay.png
1060,1060.png,1060_layer_polygons.json,features/1060_features.npz,metadata/1060_metadata.json,selfcheck_polygons/1060_reconstructed_from_sdf.json,selfcheck_visuals/1060_selfcheck_overlay.png
1061,1061.png,1061_layer_polygons.json,features/1061_features.npz,metadata/1061_metadata.json,selfcheck_polygons/1061_reconstructed_from_sdf.json,selfcheck_visuals/1061_selfcheck_overlay.png
1062,1062.png,1062_layer_polygons.json,features/1062_features.npz,metadata/1062_metadata.json,selfcheck_polygons/1062_reconstructed_from_sdf.json,selfcheck_visuals/1062_selfcheck_overlay.png
1063,1063.png,1063_layer_polygons.json,features/1063_features.npz,metadata/1063_metadata.json,selfcheck_polygons/1063_reconstructed_from_sdf.json,selfcheck_visuals/1063_selfcheck_overlay.png
1064,1064.png,1064_layer_polygons.json,features/1064_features.npz,metadata/1064_metadata.json,selfcheck_polygons/1064_reconstructed_from_sdf.json,selfcheck_visuals/1064_selfcheck_overlay.png
1065,1065.png,1065_layer_polygons.json,features/1065_features.npz,metadata/1065_metadata.json,selfcheck_polygons/1065_reconstructed_from_sdf.json,selfcheck_visuals/1065_selfcheck_overlay.png
1066,1066.png,1066_layer_polygons.json,features/1066_features.npz,metadata/1066_metadata.json,selfcheck_polygons/1066_reconstructed_from_sdf.json,selfcheck_visuals/1066_selfcheck_overlay.png
1067,1067.png,1067_layer_polygons.json,features/1067_features.npz,metadata/1067_metadata.json,selfcheck_polygons/1067_reconstructed_from_sdf.json,selfcheck_visuals/1067_selfcheck_overlay.png
1068,1068.png,1068_layer_polygons.json,features/1068_features.npz,metadata/1068_metadata.json,selfcheck_polygons/1068_reconstructed_from_sdf.json,selfcheck_visuals/1068_selfcheck_overlay.png
1069,1069.png,1069_layer_polygons.json,features/1069_features.npz,metadata/1069_metadata.json,selfcheck_polygons/1069_reconstructed_from_sdf.json,selfcheck_visuals/1069_selfcheck_overlay.png
106,106.png,106_layer_polygons.json,features/106_features.npz,metadata/106_metadata.json,selfcheck_polygons/106_reconstructed_from_sdf.json,selfcheck_visuals/106_selfcheck_overlay.png
1070,1070.png,1070_layer_polygons.json,features/1070_features.npz,metadata/1070_metadata.json,selfcheck_polygons/1070_reconstructed_from_sdf.json,selfcheck_visuals/1070_selfcheck_overlay.png
1071,1071.png,1071_layer_polygons.json,features/1071_features.npz,metadata/1071_metadata.json,selfcheck_polygons/1071_reconstructed_from_sdf.json,selfcheck_visuals/1071_selfcheck_overlay.png
1072,1072.png,1072_layer_polygons.json,features/1072_features.npz,metadata/1072_metadata.json,selfcheck_polygons/1072_reconstructed_from_sdf.json,selfcheck_visuals/1072_selfcheck_overlay.png
1073,1073.png,1073_layer_polygons.json,features/1073_features.npz,metadata/1073_metadata.json,selfcheck_polygons/1073_reconstructed_from_sdf.json,selfcheck_visuals/1073_selfcheck_overlay.png
1074,1074.png,1074_layer_polygons.json,features/1074_features.npz,metadata/1074_metadata.json,selfcheck_polygons/1074_reconstructed_from_sdf.json,selfcheck_visuals/1074_selfcheck_overlay.png
1075,1075.png,1075_layer_polygons.json,features/1075_features.npz,metadata/1075_metadata.json,selfcheck_polygons/1075_reconstructed_from_sdf.json,selfcheck_visuals/1075_selfcheck_overlay.png
1076,1076.png,1076_layer_polygons.json,features/1076_features.npz,metadata/1076_metadata.json,selfcheck_polygons/1076_reconstructed_from_sdf.json,selfcheck_visuals/1076_selfcheck_overlay.png
1077,1077.png,1077_layer_polygons.json,features/1077_features.npz,metadata/1077_metadata.json,selfcheck_polygons/1077_reconstructed_from_sdf.json,selfcheck_visuals/1077_selfcheck_overlay.png
1078,1078.png,1078_layer_polygons.json,features/1078_features.npz,metadata/1078_metadata.json,selfcheck_polygons/1078_reconstructed_from_sdf.json,selfcheck_visuals/1078_selfcheck_overlay.png
1079,1079.png,1079_layer_polygons.json,features/1079_features.npz,metadata/1079_metadata.json,selfcheck_polygons/1079_reconstructed_from_sdf.json,selfcheck_visuals/1079_selfcheck_overlay.png
107,107.png,107_layer_polygons.json,features/107_features.npz,metadata/107_metadata.json,selfcheck_polygons/107_reconstructed_from_sdf.json,selfcheck_visuals/107_selfcheck_overlay.png
1080,1080.png,1080_layer_polygons.json,features/1080_features.npz,metadata/1080_metadata.json,selfcheck_polygons/1080_reconstructed_from_sdf.json,selfcheck_visuals/1080_selfcheck_overlay.png
1081,1081.png,1081_layer_polygons.json,features/1081_features.npz,metadata/1081_metadata.json,selfcheck_polygons/1081_reconstructed_from_sdf.json,selfcheck_visuals/1081_selfcheck_overlay.png
1082,1082.png,1082_layer_polygons.json,features/1082_features.npz,metadata/1082_metadata.json,selfcheck_polygons/1082_reconstructed_from_sdf.json,selfcheck_visuals/1082_selfcheck_overlay.png
1083,1083.png,1083_layer_polygons.json,features/1083_features.npz,metadata/1083_metadata.json,selfcheck_polygons/1083_reconstructed_from_sdf.json,selfcheck_visuals/1083_selfcheck_overlay.png
1084,1084.png,1084_layer_polygons.json,features/1084_features.npz,metadata/1084_metadata.json,selfcheck_polygons/1084_reconstructed_from_sdf.json,selfcheck_visuals/1084_selfcheck_overlay.png
1085,1085.png,1085_layer_polygons.json,features/1085_features.npz,metadata/1085_metadata.json,selfcheck_polygons/1085_reconstructed_from_sdf.json,selfcheck_visuals/1085_selfcheck_overlay.png
1086,1086.png,1086_layer_polygons.json,features/1086_features.npz,metadata/1086_metadata.json,selfcheck_polygons/1086_reconstructed_from_sdf.json,selfcheck_visuals/1086_selfcheck_overlay.png
1087,1087.png,1087_layer_polygons.json,features/1087_features.npz,metadata/1087_metadata.json,selfcheck_polygons/1087_reconstructed_from_sdf.json,selfcheck_visuals/1087_selfcheck_overlay.png
1088,1088.png,1088_layer_polygons.json,features/1088_features.npz,metadata/1088_metadata.json,selfcheck_polygons/1088_reconstructed_from_sdf.json,selfcheck_visuals/1088_selfcheck_overlay.png
1089,1089.png,1089_layer_polygons.json,features/1089_features.npz,metadata/1089_metadata.json,selfcheck_polygons/1089_reconstructed_from_sdf.json,selfcheck_visuals/1089_selfcheck_overlay.png
108,108.png,108_layer_polygons.json,features/108_features.npz,metadata/108_metadata.json,selfcheck_polygons/108_reconstructed_from_sdf.json,selfcheck_visuals/108_selfcheck_overlay.png
1090,1090.png,1090_layer_polygons.json,features/1090_features.npz,metadata/1090_metadata.json,selfcheck_polygons/1090_reconstructed_from_sdf.json,selfcheck_visuals/1090_selfcheck_overlay.png
1091,1091.png,1091_layer_polygons.json,features/1091_features.npz,metadata/1091_metadata.json,selfcheck_polygons/1091_reconstructed_from_sdf.json,selfcheck_visuals/1091_selfcheck_overlay.png
1092,1092.png,1092_layer_polygons.json,features/1092_features.npz,metadata/1092_metadata.json,selfcheck_polygons/1092_reconstructed_from_sdf.json,selfcheck_visuals/1092_selfcheck_overlay.png
1093,1093.png,1093_layer_polygons.json,features/1093_features.npz,metadata/1093_metadata.json,selfcheck_polygons/1093_reconstructed_from_sdf.json,selfcheck_visuals/1093_selfcheck_overlay.png
1094,1094.png,1094_layer_polygons.json,features/1094_features.npz,metadata/1094_metadata.json,selfcheck_polygons/1094_reconstructed_from_sdf.json,selfcheck_visuals/1094_selfcheck_overlay.png
1095,1095.png,1095_layer_polygons.json,features/1095_features.npz,metadata/1095_metadata.json,selfcheck_polygons/1095_reconstructed_from_sdf.json,selfcheck_visuals/1095_selfcheck_overlay.png
1096,1096.png,1096_layer_polygons.json,features/1096_features.npz,metadata/1096_metadata.json,selfcheck_polygons/1096_reconstructed_from_sdf.json,selfcheck_visuals/1096_selfcheck_overlay.png
1097,1097.png,1097_layer_polygons.json,features/1097_features.npz,metadata/1097_metadata.json,selfcheck_polygons/1097_reconstructed_from_sdf.json,selfcheck_visuals/1097_selfcheck_overlay.png
1098,1098.png,1098_layer_polygons.json,features/1098_features.npz,metadata/1098_metadata.json,selfcheck_polygons/1098_reconstructed_from_sdf.json,selfcheck_visuals/1098_selfcheck_overlay.png
1099,1099.png,1099_layer_polygons.json,features/1099_features.npz,metadata/1099_metadata.json,selfcheck_polygons/1099_reconstructed_from_sdf.json,selfcheck_visuals/1099_selfcheck_overlay.png
109,109.png,109_layer_polygons.json,features/109_features.npz,metadata/109_metadata.json,selfcheck_polygons/109_reconstructed_from_sdf.json,selfcheck_visuals/109_selfcheck_overlay.png
10,10.png,10_layer_polygons.json,features/10_features.npz,metadata/10_metadata.json,selfcheck_polygons/10_reconstructed_from_sdf.json,selfcheck_visuals/10_selfcheck_overlay.png
1100,1100.png,1100_layer_polygons.json,features/1100_features.npz,metadata/1100_metadata.json,selfcheck_polygons/1100_reconstructed_from_sdf.json,selfcheck_visuals/1100_selfcheck_overlay.png
1101,1101.png,1101_layer_polygons.json,features/1101_features.npz,metadata/1101_metadata.json,selfcheck_polygons/1101_reconstructed_from_sdf.json,selfcheck_visuals/1101_selfcheck_overlay.png
1102,1102.png,1102_layer_polygons.json,features/1102_features.npz,metadata/1102_metadata.json,selfcheck_polygons/1102_reconstructed_from_sdf.json,selfcheck_visuals/1102_selfcheck_overlay.png
1103,1103.png,1103_layer_polygons.json,features/1103_features.npz,metadata/1103_metadata.json,selfcheck_polygons/1103_reconstructed_from_sdf.json,selfcheck_visuals/1103_selfcheck_overlay.png
1104,1104.png,1104_layer_polygons.json,features/1104_features.npz,metadata/1104_metadata.json,selfcheck_polygons/1104_reconstructed_from_sdf.json,selfcheck_visuals/1104_selfcheck_overlay.png
1105,1105.png,1105_layer_polygons.json,features/1105_features.npz,metadata/1105_metadata.json,selfcheck_polygons/1105_reconstructed_from_sdf.json,selfcheck_visuals/1105_selfcheck_overlay.png
1106,1106.png,1106_layer_polygons.json,features/1106_features.npz,metadata/1106_metadata.json,selfcheck_polygons/1106_reconstructed_from_sdf.json,selfcheck_visuals/1106_selfcheck_overlay.png
1107,1107.png,1107_layer_polygons.json,features/1107_features.npz,metadata/1107_metadata.json,selfcheck_polygons/1107_reconstructed_from_sdf.json,selfcheck_visuals/1107_selfcheck_overlay.png
1108,1108.png,1108_layer_polygons.json,features/1108_features.npz,metadata/1108_metadata.json,selfcheck_polygons/1108_reconstructed_from_sdf.json,selfcheck_visuals/1108_selfcheck_overlay.png
1109,1109.png,1109_layer_polygons.json,features/1109_features.npz,metadata/1109_metadata.json,selfcheck_polygons/1109_reconstructed_from_sdf.json,selfcheck_visuals/1109_selfcheck_overlay.png
110,110.png,110_layer_polygons.json,features/110_features.npz,metadata/110_metadata.json,selfcheck_polygons/110_reconstructed_from_sdf.json,selfcheck_visuals/110_selfcheck_overlay.png
1110,1110.png,1110_layer_polygons.json,features/1110_features.npz,metadata/1110_metadata.json,selfcheck_polygons/1110_reconstructed_from_sdf.json,selfcheck_visuals/1110_selfcheck_overlay.png
1111,1111.png,1111_layer_polygons.json,features/1111_features.npz,metadata/1111_metadata.json,selfcheck_polygons/1111_reconstructed_from_sdf.json,selfcheck_visuals/1111_selfcheck_overlay.png
1112,1112.png,1112_layer_polygons.json,features/1112_features.npz,metadata/1112_metadata.json,selfcheck_polygons/1112_reconstructed_from_sdf.json,selfcheck_visuals/1112_selfcheck_overlay.png
1113,1113.png,1113_layer_polygons.json,features/1113_features.npz,metadata/1113_metadata.json,selfcheck_polygons/1113_reconstructed_from_sdf.json,selfcheck_visuals/1113_selfcheck_overlay.png
1114,1114.png,1114_layer_polygons.json,features/1114_features.npz,metadata/1114_metadata.json,selfcheck_polygons/1114_reconstructed_from_sdf.json,selfcheck_visuals/1114_selfcheck_overlay.png
1115,1115.png,1115_layer_polygons.json,features/1115_features.npz,metadata/1115_metadata.json,selfcheck_polygons/1115_reconstructed_from_sdf.json,selfcheck_visuals/1115_selfcheck_overlay.png
1116,1116.png,1116_layer_polygons.json,features/1116_features.npz,metadata/1116_metadata.json,selfcheck_polygons/1116_reconstructed_from_sdf.json,selfcheck_visuals/1116_selfcheck_overlay.png
1117,1117.png,1117_layer_polygons.json,features/1117_features.npz,metadata/1117_metadata.json,selfcheck_polygons/1117_reconstructed_from_sdf.json,selfcheck_visuals/1117_selfcheck_overlay.png
1118,1118.png,1118_layer_polygons.json,features/1118_features.npz,metadata/1118_metadata.json,selfcheck_polygons/1118_reconstructed_from_sdf.json,selfcheck_visuals/1118_selfcheck_overlay.png
1119,1119.png,1119_layer_polygons.json,features/1119_features.npz,metadata/1119_metadata.json,selfcheck_polygons/1119_reconstructed_from_sdf.json,selfcheck_visuals/1119_selfcheck_overlay.png
111,111.png,111_layer_polygons.json,features/111_features.npz,metadata/111_metadata.json,selfcheck_polygons/111_reconstructed_from_sdf.json,selfcheck_visuals/111_selfcheck_overlay.png
1120,1120.png,1120_layer_polygons.json,features/1120_features.npz,metadata/1120_metadata.json,selfcheck_polygons/1120_reconstructed_from_sdf.json,selfcheck_visuals/1120_selfcheck_overlay.png
1121,1121.png,1121_layer_polygons.json,features/1121_features.npz,metadata/1121_metadata.json,selfcheck_polygons/1121_reconstructed_from_sdf.json,selfcheck_visuals/1121_selfcheck_overlay.png
1122,1122.png,1122_layer_polygons.json,features/1122_features.npz,metadata/1122_metadata.json,selfcheck_polygons/1122_reconstructed_from_sdf.json,selfcheck_visuals/1122_selfcheck_overlay.png
1123,1123.png,1123_layer_polygons.json,features/1123_features.npz,metadata/1123_metadata.json,selfcheck_polygons/1123_reconstructed_from_sdf.json,selfcheck_visuals/1123_selfcheck_overlay.png
1124,1124.png,1124_layer_polygons.json,features/1124_features.npz,metadata/1124_metadata.json,selfcheck_polygons/1124_reconstructed_from_sdf.json,selfcheck_visuals/1124_selfcheck_overlay.png
1125,1125.png,1125_layer_polygons.json,features/1125_features.npz,metadata/1125_metadata.json,selfcheck_polygons/1125_reconstructed_from_sdf.json,selfcheck_visuals/1125_selfcheck_overlay.png
1126,1126.png,1126_layer_polygons.json,features/1126_features.npz,metadata/1126_metadata.json,selfcheck_polygons/1126_reconstructed_from_sdf.json,selfcheck_visuals/1126_selfcheck_overlay.png
1127,1127.png,1127_layer_polygons.json,features/1127_features.npz,metadata/1127_metadata.json,selfcheck_polygons/1127_reconstructed_from_sdf.json,selfcheck_visuals/1127_selfcheck_overlay.png
1128,1128.png,1128_layer_polygons.json,features/1128_features.npz,metadata/1128_metadata.json,selfcheck_polygons/1128_reconstructed_from_sdf.json,selfcheck_visuals/1128_selfcheck_overlay.png
1129,1129.png,1129_layer_polygons.json,features/1129_features.npz,metadata/1129_metadata.json,selfcheck_polygons/1129_reconstructed_from_sdf.json,selfcheck_visuals/1129_selfcheck_overlay.png
112,112.png,112_layer_polygons.json,features/112_features.npz,metadata/112_metadata.json,selfcheck_polygons/112_reconstructed_from_sdf.json,selfcheck_visuals/112_selfcheck_overlay.png
1130,1130.png,1130_layer_polygons.json,features/1130_features.npz,metadata/1130_metadata.json,selfcheck_polygons/1130_reconstructed_from_sdf.json,selfcheck_visuals/1130_selfcheck_overlay.png
1131,1131.png,1131_layer_polygons.json,features/1131_features.npz,metadata/1131_metadata.json,selfcheck_polygons/1131_reconstructed_from_sdf.json,selfcheck_visuals/1131_selfcheck_overlay.png
1132,1132.png,1132_layer_polygons.json,features/1132_features.npz,metadata/1132_metadata.json,selfcheck_polygons/1132_reconstructed_from_sdf.json,selfcheck_visuals/1132_selfcheck_overlay.png
